second_of_day,second,minute_of_day,minute,hour,hour12,am_pm,time,time12
515,35,08,08,00,00,AM,00:08:35,00:08:35
516,36,08,08,00,00,AM,00:08:36,00:08:36
517,37,08,08,00,00,AM,00:08:37,00:08:37
518,38,08,08,00,00,AM,00:08:38,00:08:38
519,39,08,08,00,00,AM,00:08:39,00:08:39
520,40,08,08,00,00,AM,00:08:40,00:08:40
521,41,08,08,00,00,AM,00:08:41,00:08:41
522,42,08,08,00,00,AM,00:08:42,00:08:42
523,43,08,08,00,00,AM,00:08:43,00:08:43
524,44,08,08,00,00,AM,00:08:44,00:08:44
525,45,08,08,00,00,AM,00:08:45,00:08:45
526,46,08,08,00,00,AM,00:08:46,00:08:46
527,47,08,08,00,00,AM,00:08:47,00:08:47
528,48,08,08,00,00,AM,00:08:48,00:08:48
529,49,08,08,00,00,AM,00:08:49,00:08:49
530,50,08,08,00,00,AM,00:08:50,00:08:50
531,51,08,08,00,00,AM,00:08:51,00:08:51
532,52,08,08,00,00,AM,00:08:52,00:08:52
533,53,08,08,00,00,AM,00:08:53,00:08:53
534,54,08,08,00,00,AM,00:08:54,00:08:54
535,55,08,08,00,00,AM,00:08:55,00:08:55
536,56,08,08,00,00,AM,00:08:56,00:08:56
537,57,08,08,00,00,AM,00:08:57,00:08:57
538,58,08,08,00,00,AM,00:08:58,00:08:58
539,59,08,08,00,00,AM,00:08:59,00:08:59
540,00,09,09,00,00,AM,00:09:00,00:09:00
541,01,09,09,00,00,AM,00:09:01,00:09:01
542,02,09,09,00,00,AM,00:09:02,00:09:02
543,03,09,09,00,00,AM,00:09:03,00:09:03
544,04,09,09,00,00,AM,00:09:04,00:09:04
545,05,09,09,00,00,AM,00:09:05,00:09:05
546,06,09,09,00,00,AM,00:09:06,00:09:06
547,07,09,09,00,00,AM,00:09:07,00:09:07
548,08,09,09,00,00,AM,00:09:08,00:09:08
549,09,09,09,00,00,AM,00:09:09,00:09:09
550,10,09,09,00,00,AM,00:09:10,00:09:10
551,11,09,09,00,00,AM,00:09:11,00:09:11
552,12,09,09,00,00,AM,00:09:12,00:09:12
553,13,09,09,00,00,AM,00:09:13,00:09:13
554,14,09,09,00,00,AM,00:09:14,00:09:14
555,15,09,09,00,00,AM,00:09:15,00:09:15
556,16,09,09,00,00,AM,00:09:16,00:09:16
557,17,09,09,00,00,AM,00:09:17,00:09:17
558,18,09,09,00,00,AM,00:09:18,00:09:18
559,19,09,09,00,00,AM,00:09:19,00:09:19
560,20,09,09,00,00,AM,00:09:20,00:09:20
561,21,09,09,00,00,AM,00:09:21,00:09:21
562,22,09,09,00,00,AM,00:09:22,00:09:22
563,23,09,09,00,00,AM,00:09:23,00:09:23
564,24,09,09,00,00,AM,00:09:24,00:09:24
565,25,09,09,00,00,AM,00:09:25,00:09:25
566,26,09,09,00,00,AM,00:09:26,00:09:26
567,27,09,09,00,00,AM,00:09:27,00:09:27
568,28,09,09,00,00,AM,00:09:28,00:09:28
569,29,09,09,00,00,AM,00:09:29,00:09:29
570,30,09,09,00,00,AM,00:09:30,00:09:30
571,31,09,09,00,00,AM,00:09:31,00:09:31
572,32,09,09,00,00,AM,00:09:32,00:09:32
573,33,09,09,00,00,AM,00:09:33,00:09:33
574,34,09,09,00,00,AM,00:09:34,00:09:34
575,35,09,09,00,00,AM,00:09:35,00:09:35
576,36,09,09,00,00,AM,00:09:36,00:09:36
577,37,09,09,00,00,AM,00:09:37,00:09:37
578,38,09,09,00,00,AM,00:09:38,00:09:38
579,39,09,09,00,00,AM,00:09:39,00:09:39
580,40,09,09,00,00,AM,00:09:40,00:09:40
581,41,09,09,00,00,AM,00:09:41,00:09:41
582,42,09,09,00,00,AM,00:09:42,00:09:42
583,43,09,09,00,00,AM,00:09:43,00:09:43
584,44,09,09,00,00,AM,00:09:44,00:09:44
585,45,09,09,00,00,AM,00:09:45,00:09:45
586,46,09,09,00,00,AM,00:09:46,00:09:46
587,47,09,09,00,00,AM,00:09:47,00:09:47
588,48,09,09,00,00,AM,00:09:48,00:09:48
589,49,09,09,00,00,AM,00:09:49,00:09:49
590,50,09,09,00,00,AM,00:09:50,00:09:50
591,51,09,09,00,00,AM,00:09:51,00:09:51
592,52,09,09,00,00,AM,00:09:52,00:09:52
593,53,09,09,00,00,AM,00:09:53,00:09:53
594,54,09,09,00,00,AM,00:09:54,00:09:54
595,55,09,09,00,00,AM,00:09:55,00:09:55
596,56,09,09,00,00,AM,00:09:56,00:09:56
597,57,09,09,00,00,AM,00:09:57,00:09:57
598,58,09,09,00,00,AM,00:09:58,00:09:58
599,59,09,09,00,00,AM,00:09:59,00:09:59
600,00,10,10,00,00,AM,00:10:00,00:10:00
601,01,10,10,00,00,AM,00:10:01,00:10:01
602,02,10,10,00,00,AM,00:10:02,00:10:02
603,03,10,10,00,00,AM,00:10:03,00:10:03
604,04,10,10,00,00,AM,00:10:04,00:10:04
605,05,10,10,00,00,AM,00:10:05,00:10:05
606,06,10,10,00,00,AM,00:10:06,00:10:06
607,07,10,10,00,00,AM,00:10:07,00:10:07
608,08,10,10,00,00,AM,00:10:08,00:10:08
609,09,10,10,00,00,AM,00:10:09,00:10:09
610,10,10,10,00,00,AM,00:10:10,00:10:10
611,11,10,10,00,00,AM,00:10:11,00:10:11
612,12,10,10,00,00,AM,00:10:12,00:10:12
613,13,10,10,00,00,AM,00:10:13,00:10:13
614,14,10,10,00,00,AM,00:10:14,00:10:14
615,15,10,10,00,00,AM,00:10:15,00:10:15
616,16,10,10,00,00,AM,00:10:16,00:10:16
617,17,10,10,00,00,AM,00:10:17,00:10:17
618,18,10,10,00,00,AM,00:10:18,00:10:18
619,19,10,10,00,00,AM,00:10:19,00:10:19
620,20,10,10,00,00,AM,00:10:20,00:10:20
621,21,10,10,00,00,AM,00:10:21,00:10:21
622,22,10,10,00,00,AM,00:10:22,00:10:22
623,23,10,10,00,00,AM,00:10:23,00:10:23
624,24,10,10,00,00,AM,00:10:24,00:10:24
625,25,10,10,00,00,AM,00:10:25,00:10:25
626,26,10,10,00,00,AM,00:10:26,00:10:26
627,27,10,10,00,00,AM,00:10:27,00:10:27
628,28,10,10,00,00,AM,00:10:28,00:10:28
629,29,10,10,00,00,AM,00:10:29,00:10:29
630,30,10,10,00,00,AM,00:10:30,00:10:30
631,31,10,10,00,00,AM,00:10:31,00:10:31
632,32,10,10,00,00,AM,00:10:32,00:10:32
633,33,10,10,00,00,AM,00:10:33,00:10:33
634,34,10,10,00,00,AM,00:10:34,00:10:34
635,35,10,10,00,00,AM,00:10:35,00:10:35
636,36,10,10,00,00,AM,00:10:36,00:10:36
637,37,10,10,00,00,AM,00:10:37,00:10:37
638,38,10,10,00,00,AM,00:10:38,00:10:38
639,39,10,10,00,00,AM,00:10:39,00:10:39
640,40,10,10,00,00,AM,00:10:40,00:10:40
641,41,10,10,00,00,AM,00:10:41,00:10:41
642,42,10,10,00,00,AM,00:10:42,00:10:42
643,43,10,10,00,00,AM,00:10:43,00:10:43
644,44,10,10,00,00,AM,00:10:44,00:10:44
645,45,10,10,00,00,AM,00:10:45,00:10:45
646,46,10,10,00,00,AM,00:10:46,00:10:46
647,47,10,10,00,00,AM,00:10:47,00:10:47
648,48,10,10,00,00,AM,00:10:48,00:10:48
649,49,10,10,00,00,AM,00:10:49,00:10:49
650,50,10,10,00,00,AM,00:10:50,00:10:50
651,51,10,10,00,00,AM,00:10:51,00:10:51
652,52,10,10,00,00,AM,00:10:52,00:10:52
653,53,10,10,00,00,AM,00:10:53,00:10:53
654,54,10,10,00,00,AM,00:10:54,00:10:54
655,55,10,10,00,00,AM,00:10:55,00:10:55
656,56,10,10,00,00,AM,00:10:56,00:10:56
657,57,10,10,00,00,AM,00:10:57,00:10:57
658,58,10,10,00,00,AM,00:10:58,00:10:58
659,59,10,10,00,00,AM,00:10:59,00:10:59
660,00,11,11,00,00,AM,00:11:00,00:11:00
661,01,11,11,00,00,AM,00:11:01,00:11:01
662,02,11,11,00,00,AM,00:11:02,00:11:02
663,03,11,11,00,00,AM,00:11:03,00:11:03
664,04,11,11,00,00,AM,00:11:04,00:11:04
665,05,11,11,00,00,AM,00:11:05,00:11:05
666,06,11,11,00,00,AM,00:11:06,00:11:06
667,07,11,11,00,00,AM,00:11:07,00:11:07
668,08,11,11,00,00,AM,00:11:08,00:11:08
669,09,11,11,00,00,AM,00:11:09,00:11:09
670,10,11,11,00,00,AM,00:11:10,00:11:10
671,11,11,11,00,00,AM,00:11:11,00:11:11
672,12,11,11,00,00,AM,00:11:12,00:11:12
673,13,11,11,00,00,AM,00:11:13,00:11:13
674,14,11,11,00,00,AM,00:11:14,00:11:14
675,15,11,11,00,00,AM,00:11:15,00:11:15
676,16,11,11,00,00,AM,00:11:16,00:11:16
677,17,11,11,00,00,AM,00:11:17,00:11:17
678,18,11,11,00,00,AM,00:11:18,00:11:18
679,19,11,11,00,00,AM,00:11:19,00:11:19
680,20,11,11,00,00,AM,00:11:20,00:11:20
681,21,11,11,00,00,AM,00:11:21,00:11:21
682,22,11,11,00,00,AM,00:11:22,00:11:22
683,23,11,11,00,00,AM,00:11:23,00:11:23
684,24,11,11,00,00,AM,00:11:24,00:11:24
685,25,11,11,00,00,AM,00:11:25,00:11:25
686,26,11,11,00,00,AM,00:11:26,00:11:26
687,27,11,11,00,00,AM,00:11:27,00:11:27
688,28,11,11,00,00,AM,00:11:28,00:11:28
689,29,11,11,00,00,AM,00:11:29,00:11:29
690,30,11,11,00,00,AM,00:11:30,00:11:30
691,31,11,11,00,00,AM,00:11:31,00:11:31
692,32,11,11,00,00,AM,00:11:32,00:11:32
693,33,11,11,00,00,AM,00:11:33,00:11:33
694,34,11,11,00,00,AM,00:11:34,00:11:34
695,35,11,11,00,00,AM,00:11:35,00:11:35
696,36,11,11,00,00,AM,00:11:36,00:11:36
697,37,11,11,00,00,AM,00:11:37,00:11:37
698,38,11,11,00,00,AM,00:11:38,00:11:38
699,39,11,11,00,00,AM,00:11:39,00:11:39
700,40,11,11,00,00,AM,00:11:40,00:11:40
701,41,11,11,00,00,AM,00:11:41,00:11:41
702,42,11,11,00,00,AM,00:11:42,00:11:42
703,43,11,11,00,00,AM,00:11:43,00:11:43
704,44,11,11,00,00,AM,00:11:44,00:11:44
705,45,11,11,00,00,AM,00:11:45,00:11:45
706,46,11,11,00,00,AM,00:11:46,00:11:46
707,47,11,11,00,00,AM,00:11:47,00:11:47
708,48,11,11,00,00,AM,00:11:48,00:11:48
709,49,11,11,00,00,AM,00:11:49,00:11:49
710,50,11,11,00,00,AM,00:11:50,00:11:50
711,51,11,11,00,00,AM,00:11:51,00:11:51
712,52,11,11,00,00,AM,00:11:52,00:11:52
713,53,11,11,00,00,AM,00:11:53,00:11:53
714,54,11,11,00,00,AM,00:11:54,00:11:54
715,55,11,11,00,00,AM,00:11:55,00:11:55
716,56,11,11,00,00,AM,00:11:56,00:11:56
717,57,11,11,00,00,AM,00:11:57,00:11:57
718,58,11,11,00,00,AM,00:11:58,00:11:58
719,59,11,11,00,00,AM,00:11:59,00:11:59
720,00,12,12,00,00,AM,00:12:00,00:12:00
721,01,12,12,00,00,AM,00:12:01,00:12:01
722,02,12,12,00,00,AM,00:12:02,00:12:02
723,03,12,12,00,00,AM,00:12:03,00:12:03
724,04,12,12,00,00,AM,00:12:04,00:12:04
725,05,12,12,00,00,AM,00:12:05,00:12:05
726,06,12,12,00,00,AM,00:12:06,00:12:06
727,07,12,12,00,00,AM,00:12:07,00:12:07
728,08,12,12,00,00,AM,00:12:08,00:12:08
729,09,12,12,00,00,AM,00:12:09,00:12:09
730,10,12,12,00,00,AM,00:12:10,00:12:10
731,11,12,12,00,00,AM,00:12:11,00:12:11
732,12,12,12,00,00,AM,00:12:12,00:12:12
733,13,12,12,00,00,AM,00:12:13,00:12:13
734,14,12,12,00,00,AM,00:12:14,00:12:14
735,15,12,12,00,00,AM,00:12:15,00:12:15
736,16,12,12,00,00,AM,00:12:16,00:12:16
737,17,12,12,00,00,AM,00:12:17,00:12:17
738,18,12,12,00,00,AM,00:12:18,00:12:18
739,19,12,12,00,00,AM,00:12:19,00:12:19
740,20,12,12,00,00,AM,00:12:20,00:12:20
741,21,12,12,00,00,AM,00:12:21,00:12:21
742,22,12,12,00,00,AM,00:12:22,00:12:22
743,23,12,12,00,00,AM,00:12:23,00:12:23
744,24,12,12,00,00,AM,00:12:24,00:12:24
745,25,12,12,00,00,AM,00:12:25,00:12:25
746,26,12,12,00,00,AM,00:12:26,00:12:26
747,27,12,12,00,00,AM,00:12:27,00:12:27
748,28,12,12,00,00,AM,00:12:28,00:12:28
749,29,12,12,00,00,AM,00:12:29,00:12:29
750,30,12,12,00,00,AM,00:12:30,00:12:30
751,31,12,12,00,00,AM,00:12:31,00:12:31
752,32,12,12,00,00,AM,00:12:32,00:12:32
753,33,12,12,00,00,AM,00:12:33,00:12:33
754,34,12,12,00,00,AM,00:12:34,00:12:34
755,35,12,12,00,00,AM,00:12:35,00:12:35
756,36,12,12,00,00,AM,00:12:36,00:12:36
757,37,12,12,00,00,AM,00:12:37,00:12:37
758,38,12,12,00,00,AM,00:12:38,00:12:38
759,39,12,12,00,00,AM,00:12:39,00:12:39
760,40,12,12,00,00,AM,00:12:40,00:12:40
761,41,12,12,00,00,AM,00:12:41,00:12:41
762,42,12,12,00,00,AM,00:12:42,00:12:42
763,43,12,12,00,00,AM,00:12:43,00:12:43
764,44,12,12,00,00,AM,00:12:44,00:12:44
765,45,12,12,00,00,AM,00:12:45,00:12:45
766,46,12,12,00,00,AM,00:12:46,00:12:46
767,47,12,12,00,00,AM,00:12:47,00:12:47
768,48,12,12,00,00,AM,00:12:48,00:12:48
769,49,12,12,00,00,AM,00:12:49,00:12:49
770,50,12,12,00,00,AM,00:12:50,00:12:50
771,51,12,12,00,00,AM,00:12:51,00:12:51
772,52,12,12,00,00,AM,00:12:52,00:12:52
773,53,12,12,00,00,AM,00:12:53,00:12:53
774,54,12,12,00,00,AM,00:12:54,00:12:54
775,55,12,12,00,00,AM,00:12:55,00:12:55
776,56,12,12,00,00,AM,00:12:56,00:12:56
777,57,12,12,00,00,AM,00:12:57,00:12:57
778,58,12,12,00,00,AM,00:12:58,00:12:58
779,59,12,12,00,00,AM,00:12:59,00:12:59
780,00,13,13,00,00,AM,00:13:00,00:13:00
781,01,13,13,00,00,AM,00:13:01,00:13:01
782,02,13,13,00,00,AM,00:13:02,00:13:02
783,03,13,13,00,00,AM,00:13:03,00:13:03
784,04,13,13,00,00,AM,00:13:04,00:13:04
785,05,13,13,00,00,AM,00:13:05,00:13:05
786,06,13,13,00,00,AM,00:13:06,00:13:06
787,07,13,13,00,00,AM,00:13:07,00:13:07
788,08,13,13,00,00,AM,00:13:08,00:13:08
789,09,13,13,00,00,AM,00:13:09,00:13:09
790,10,13,13,00,00,AM,00:13:10,00:13:10
791,11,13,13,00,00,AM,00:13:11,00:13:11
792,12,13,13,00,00,AM,00:13:12,00:13:12
793,13,13,13,00,00,AM,00:13:13,00:13:13
794,14,13,13,00,00,AM,00:13:14,00:13:14
795,15,13,13,00,00,AM,00:13:15,00:13:15
796,16,13,13,00,00,AM,00:13:16,00:13:16
797,17,13,13,00,00,AM,00:13:17,00:13:17
798,18,13,13,00,00,AM,00:13:18,00:13:18
799,19,13,13,00,00,AM,00:13:19,00:13:19
800,20,13,13,00,00,AM,00:13:20,00:13:20
801,21,13,13,00,00,AM,00:13:21,00:13:21
802,22,13,13,00,00,AM,00:13:22,00:13:22
803,23,13,13,00,00,AM,00:13:23,00:13:23
804,24,13,13,00,00,AM,00:13:24,00:13:24
805,25,13,13,00,00,AM,00:13:25,00:13:25
806,26,13,13,00,00,AM,00:13:26,00:13:26
807,27,13,13,00,00,AM,00:13:27,00:13:27
808,28,13,13,00,00,AM,00:13:28,00:13:28
809,29,13,13,00,00,AM,00:13:29,00:13:29
810,30,13,13,00,00,AM,00:13:30,00:13:30
811,31,13,13,00,00,AM,00:13:31,00:13:31
812,32,13,13,00,00,AM,00:13:32,00:13:32
813,33,13,13,00,00,AM,00:13:33,00:13:33
814,34,13,13,00,00,AM,00:13:34,00:13:34
815,35,13,13,00,00,AM,00:13:35,00:13:35
816,36,13,13,00,00,AM,00:13:36,00:13:36
817,37,13,13,00,00,AM,00:13:37,00:13:37
818,38,13,13,00,00,AM,00:13:38,00:13:38
819,39,13,13,00,00,AM,00:13:39,00:13:39
820,40,13,13,00,00,AM,00:13:40,00:13:40
821,41,13,13,00,00,AM,00:13:41,00:13:41
822,42,13,13,00,00,AM,00:13:42,00:13:42
823,43,13,13,00,00,AM,00:13:43,00:13:43
824,44,13,13,00,00,AM,00:13:44,00:13:44
825,45,13,13,00,00,AM,00:13:45,00:13:45
826,46,13,13,00,00,AM,00:13:46,00:13:46
827,47,13,13,00,00,AM,00:13:47,00:13:47
828,48,13,13,00,00,AM,00:13:48,00:13:48
829,49,13,13,00,00,AM,00:13:49,00:13:49
830,50,13,13,00,00,AM,00:13:50,00:13:50
831,51,13,13,00,00,AM,00:13:51,00:13:51
832,52,13,13,00,00,AM,00:13:52,00:13:52
833,53,13,13,00,00,AM,00:13:53,00:13:53
834,54,13,13,00,00,AM,00:13:54,00:13:54
835,55,13,13,00,00,AM,00:13:55,00:13:55
836,56,13,13,00,00,AM,00:13:56,00:13:56
837,57,13,13,00,00,AM,00:13:57,00:13:57
838,58,13,13,00,00,AM,00:13:58,00:13:58
839,59,13,13,00,00,AM,00:13:59,00:13:59
840,00,14,14,00,00,AM,00:14:00,00:14:00
841,01,14,14,00,00,AM,00:14:01,00:14:01
842,02,14,14,00,00,AM,00:14:02,00:14:02
843,03,14,14,00,00,AM,00:14:03,00:14:03
844,04,14,14,00,00,AM,00:14:04,00:14:04
845,05,14,14,00,00,AM,00:14:05,00:14:05
846,06,14,14,00,00,AM,00:14:06,00:14:06
847,07,14,14,00,00,AM,00:14:07,00:14:07
848,08,14,14,00,00,AM,00:14:08,00:14:08
849,09,14,14,00,00,AM,00:14:09,00:14:09
850,10,14,14,00,00,AM,00:14:10,00:14:10
851,11,14,14,00,00,AM,00:14:11,00:14:11
852,12,14,14,00,00,AM,00:14:12,00:14:12
853,13,14,14,00,00,AM,00:14:13,00:14:13
854,14,14,14,00,00,AM,00:14:14,00:14:14
855,15,14,14,00,00,AM,00:14:15,00:14:15
856,16,14,14,00,00,AM,00:14:16,00:14:16
857,17,14,14,00,00,AM,00:14:17,00:14:17
858,18,14,14,00,00,AM,00:14:18,00:14:18
859,19,14,14,00,00,AM,00:14:19,00:14:19
860,20,14,14,00,00,AM,00:14:20,00:14:20
861,21,14,14,00,00,AM,00:14:21,00:14:21
862,22,14,14,00,00,AM,00:14:22,00:14:22
863,23,14,14,00,00,AM,00:14:23,00:14:23
864,24,14,14,00,00,AM,00:14:24,00:14:24
865,25,14,14,00,00,AM,00:14:25,00:14:25
866,26,14,14,00,00,AM,00:14:26,00:14:26
867,27,14,14,00,00,AM,00:14:27,00:14:27
868,28,14,14,00,00,AM,00:14:28,00:14:28
869,29,14,14,00,00,AM,00:14:29,00:14:29
870,30,14,14,00,00,AM,00:14:30,00:14:30
871,31,14,14,00,00,AM,00:14:31,00:14:31
872,32,14,14,00,00,AM,00:14:32,00:14:32
873,33,14,14,00,00,AM,00:14:33,00:14:33
874,34,14,14,00,00,AM,00:14:34,00:14:34
875,35,14,14,00,00,AM,00:14:35,00:14:35
876,36,14,14,00,00,AM,00:14:36,00:14:36
877,37,14,14,00,00,AM,00:14:37,00:14:37
878,38,14,14,00,00,AM,00:14:38,00:14:38
879,39,14,14,00,00,AM,00:14:39,00:14:39
880,40,14,14,00,00,AM,00:14:40,00:14:40
881,41,14,14,00,00,AM,00:14:41,00:14:41
882,42,14,14,00,00,AM,00:14:42,00:14:42
883,43,14,14,00,00,AM,00:14:43,00:14:43
884,44,14,14,00,00,AM,00:14:44,00:14:44
885,45,14,14,00,00,AM,00:14:45,00:14:45
886,46,14,14,00,00,AM,00:14:46,00:14:46
887,47,14,14,00,00,AM,00:14:47,00:14:47
888,48,14,14,00,00,AM,00:14:48,00:14:48
889,49,14,14,00,00,AM,00:14:49,00:14:49
890,50,14,14,00,00,AM,00:14:50,00:14:50
891,51,14,14,00,00,AM,00:14:51,00:14:51
892,52,14,14,00,00,AM,00:14:52,00:14:52
893,53,14,14,00,00,AM,00:14:53,00:14:53
894,54,14,14,00,00,AM,00:14:54,00:14:54
895,55,14,14,00,00,AM,00:14:55,00:14:55
896,56,14,14,00,00,AM,00:14:56,00:14:56
897,57,14,14,00,00,AM,00:14:57,00:14:57
898,58,14,14,00,00,AM,00:14:58,00:14:58
899,59,14,14,00,00,AM,00:14:59,00:14:59
900,00,15,15,00,00,AM,00:15:00,00:15:00
901,01,15,15,00,00,AM,00:15:01,00:15:01
902,02,15,15,00,00,AM,00:15:02,00:15:02
903,03,15,15,00,00,AM,00:15:03,00:15:03
904,04,15,15,00,00,AM,00:15:04,00:15:04
905,05,15,15,00,00,AM,00:15:05,00:15:05
906,06,15,15,00,00,AM,00:15:06,00:15:06
907,07,15,15,00,00,AM,00:15:07,00:15:07
908,08,15,15,00,00,AM,00:15:08,00:15:08
909,09,15,15,00,00,AM,00:15:09,00:15:09
910,10,15,15,00,00,AM,00:15:10,00:15:10
911,11,15,15,00,00,AM,00:15:11,00:15:11
912,12,15,15,00,00,AM,00:15:12,00:15:12
913,13,15,15,00,00,AM,00:15:13,00:15:13
914,14,15,15,00,00,AM,00:15:14,00:15:14
915,15,15,15,00,00,AM,00:15:15,00:15:15
916,16,15,15,00,00,AM,00:15:16,00:15:16
917,17,15,15,00,00,AM,00:15:17,00:15:17
918,18,15,15,00,00,AM,00:15:18,00:15:18
919,19,15,15,00,00,AM,00:15:19,00:15:19
920,20,15,15,00,00,AM,00:15:20,00:15:20
921,21,15,15,00,00,AM,00:15:21,00:15:21
922,22,15,15,00,00,AM,00:15:22,00:15:22
923,23,15,15,00,00,AM,00:15:23,00:15:23
924,24,15,15,00,00,AM,00:15:24,00:15:24
925,25,15,15,00,00,AM,00:15:25,00:15:25
926,26,15,15,00,00,AM,00:15:26,00:15:26
927,27,15,15,00,00,AM,00:15:27,00:15:27
928,28,15,15,00,00,AM,00:15:28,00:15:28
929,29,15,15,00,00,AM,00:15:29,00:15:29
930,30,15,15,00,00,AM,00:15:30,00:15:30
931,31,15,15,00,00,AM,00:15:31,00:15:31
932,32,15,15,00,00,AM,00:15:32,00:15:32
933,33,15,15,00,00,AM,00:15:33,00:15:33
934,34,15,15,00,00,AM,00:15:34,00:15:34
935,35,15,15,00,00,AM,00:15:35,00:15:35
936,36,15,15,00,00,AM,00:15:36,00:15:36
937,37,15,15,00,00,AM,00:15:37,00:15:37
938,38,15,15,00,00,AM,00:15:38,00:15:38
939,39,15,15,00,00,AM,00:15:39,00:15:39
940,40,15,15,00,00,AM,00:15:40,00:15:40
941,41,15,15,00,00,AM,00:15:41,00:15:41
942,42,15,15,00,00,AM,00:15:42,00:15:42
943,43,15,15,00,00,AM,00:15:43,00:15:43
944,44,15,15,00,00,AM,00:15:44,00:15:44
945,45,15,15,00,00,AM,00:15:45,00:15:45
946,46,15,15,00,00,AM,00:15:46,00:15:46
947,47,15,15,00,00,AM,00:15:47,00:15:47
948,48,15,15,00,00,AM,00:15:48,00:15:48
949,49,15,15,00,00,AM,00:15:49,00:15:49
950,50,15,15,00,00,AM,00:15:50,00:15:50
951,51,15,15,00,00,AM,00:15:51,00:15:51
952,52,15,15,00,00,AM,00:15:52,00:15:52
953,53,15,15,00,00,AM,00:15:53,00:15:53
954,54,15,15,00,00,AM,00:15:54,00:15:54
955,55,15,15,00,00,AM,00:15:55,00:15:55
956,56,15,15,00,00,AM,00:15:56,00:15:56
957,57,15,15,00,00,AM,00:15:57,00:15:57
958,58,15,15,00,00,AM,00:15:58,00:15:58
959,59,15,15,00,00,AM,00:15:59,00:15:59
960,00,16,16,00,00,AM,00:16:00,00:16:00
961,01,16,16,00,00,AM,00:16:01,00:16:01
962,02,16,16,00,00,AM,00:16:02,00:16:02
963,03,16,16,00,00,AM,00:16:03,00:16:03
964,04,16,16,00,00,AM,00:16:04,00:16:04
965,05,16,16,00,00,AM,00:16:05,00:16:05
966,06,16,16,00,00,AM,00:16:06,00:16:06
967,07,16,16,00,00,AM,00:16:07,00:16:07
968,08,16,16,00,00,AM,00:16:08,00:16:08
969,09,16,16,00,00,AM,00:16:09,00:16:09
970,10,16,16,00,00,AM,00:16:10,00:16:10
971,11,16,16,00,00,AM,00:16:11,00:16:11
972,12,16,16,00,00,AM,00:16:12,00:16:12
973,13,16,16,00,00,AM,00:16:13,00:16:13
974,14,16,16,00,00,AM,00:16:14,00:16:14
975,15,16,16,00,00,AM,00:16:15,00:16:15
976,16,16,16,00,00,AM,00:16:16,00:16:16
977,17,16,16,00,00,AM,00:16:17,00:16:17
978,18,16,16,00,00,AM,00:16:18,00:16:18
979,19,16,16,00,00,AM,00:16:19,00:16:19
980,20,16,16,00,00,AM,00:16:20,00:16:20
981,21,16,16,00,00,AM,00:16:21,00:16:21
982,22,16,16,00,00,AM,00:16:22,00:16:22
983,23,16,16,00,00,AM,00:16:23,00:16:23
984,24,16,16,00,00,AM,00:16:24,00:16:24
985,25,16,16,00,00,AM,00:16:25,00:16:25
986,26,16,16,00,00,AM,00:16:26,00:16:26
987,27,16,16,00,00,AM,00:16:27,00:16:27
988,28,16,16,00,00,AM,00:16:28,00:16:28
989,29,16,16,00,00,AM,00:16:29,00:16:29
990,30,16,16,00,00,AM,00:16:30,00:16:30
991,31,16,16,00,00,AM,00:16:31,00:16:31
992,32,16,16,00,00,AM,00:16:32,00:16:32
993,33,16,16,00,00,AM,00:16:33,00:16:33
994,34,16,16,00,00,AM,00:16:34,00:16:34
995,35,16,16,00,00,AM,00:16:35,00:16:35
996,36,16,16,00,00,AM,00:16:36,00:16:36
997,37,16,16,00,00,AM,00:16:37,00:16:37
998,38,16,16,00,00,AM,00:16:38,00:16:38
999,39,16,16,00,00,AM,00:16:39,00:16:39
1000,40,16,16,00,00,AM,00:16:40,00:16:40
1001,41,16,16,00,00,AM,00:16:41,00:16:41
1002,42,16,16,00,00,AM,00:16:42,00:16:42
1003,43,16,16,00,00,AM,00:16:43,00:16:43
1004,44,16,16,00,00,AM,00:16:44,00:16:44
1005,45,16,16,00,00,AM,00:16:45,00:16:45
1006,46,16,16,00,00,AM,00:16:46,00:16:46
1007,47,16,16,00,00,AM,00:16:47,00:16:47
1008,48,16,16,00,00,AM,00:16:48,00:16:48
1009,49,16,16,00,00,AM,00:16:49,00:16:49
1010,50,16,16,00,00,AM,00:16:50,00:16:50
1011,51,16,16,00,00,AM,00:16:51,00:16:51
1012,52,16,16,00,00,AM,00:16:52,00:16:52
1013,53,16,16,00,00,AM,00:16:53,00:16:53
1014,54,16,16,00,00,AM,00:16:54,00:16:54
1015,55,16,16,00,00,AM,00:16:55,00:16:55
1016,56,16,16,00,00,AM,00:16:56,00:16:56
1017,57,16,16,00,00,AM,00:16:57,00:16:57
1018,58,16,16,00,00,AM,00:16:58,00:16:58
1019,59,16,16,00,00,AM,00:16:59,00:16:59
1020,00,17,17,00,00,AM,00:17:00,00:17:00
1021,01,17,17,00,00,AM,00:17:01,00:17:01
1022,02,17,17,00,00,AM,00:17:02,00:17:02
1023,03,17,17,00,00,AM,00:17:03,00:17:03
1024,04,17,17,00,00,AM,00:17:04,00:17:04
1025,05,17,17,00,00,AM,00:17:05,00:17:05
1026,06,17,17,00,00,AM,00:17:06,00:17:06
1027,07,17,17,00,00,AM,00:17:07,00:17:07
1028,08,17,17,00,00,AM,00:17:08,00:17:08
1029,09,17,17,00,00,AM,00:17:09,00:17:09
1030,10,17,17,00,00,AM,00:17:10,00:17:10
